text,entities,type
The control room log showed that Ananya Sharma had contacted KS Electronics.,"[[33, 46, ""PERSON""], [61, 75, ""ORG""]]",contrastive_negative
The FIR record showed that Neeraj Shah had contacted National Freight Corporation.,"[[27, 38, ""PERSON""], [53, 81, ""ORG""]]",contrastive_negative
Arjun Patel travelled from Pune to Jaipur with Imran Sheikh.,"[[0, 11, ""PERSON""], [27, 31, ""GPE""], [35, 41, ""GPE""], [47, 59, ""PERSON""]]",complex
The vehicle associated with Ayesha Khan was found near Nhava Sheva Port Area.,"[[28, 39, ""PERSON""], [55, 76, ""LOC""]]",multi_entity
The team reviewed the Location Surveillance Record before questioning S. Iyer.,"[[70, 77, ""PERSON""]]",hard_negative
Ayesha Khan met an employee of Maharashtra State Bank near Vashi Sector 17.,"[[0, 11, ""PERSON""], [31, 53, ""ORG""], [59, 74, ""LOC""]]",multi_entity
Arjun Patel and Karan Sethi met representatives of National Freight Corporation in Thane.,"[[0, 11, ""PERSON""], [16, 27, ""PERSON""], [51, 79, ""ORG""], [83, 88, ""GPE""]]",complex
The consignment was moved through Nagpur.,"[[34, 40, ""GPE""]]",location_context
Vikram Joshi transferred money to Western Freight Solutions from Hyderabad.,"[[0, 12, ""PERSON""], [34, 59, ""ORG""], [65, 74, ""GPE""]]",multi_entity
Ayesha Khan worked with Prime Warehousing in Thane.,"[[0, 11, ""PERSON""], [24, 41, ""ORG""], [45, 50, ""GPE""]]",multi_entity
"According to the FIR, R K Sharma visited DM Trading Services in Navi Mumbai.","[[22, 32, ""PERSON""], [41, 60, ""ORG""], [64, 75, ""GPE""]]",contrastive_negative
"According to the crime scene report, S. Iyer visited Apex Distributors in Lucknow.","[[37, 44, ""PERSON""], [53, 70, ""ORG""], [74, 81, ""GPE""]]",contrastive_negative
The seizure memo contained references to Mohammed Arif Khan and City Cargo Services.,"[[41, 59, ""PERSON""], [64, 83, ""ORG""]]",contrastive_negative
Investigators traced the shipment from Hyderabad to Dharavi.,"[[39, 48, ""GPE""], [52, 59, ""LOC""]]",multi_entity
Maharashtra State Bank operates a warehouse in Surat.,"[[0, 22, ""ORG""], [47, 52, ""GPE""]]",multi_entity
Investigators traced the shipment from Pune to Thane Creek.,"[[39, 43, ""GPE""], [47, 58, ""LOC""]]",multi_entity
Investigators traced the shipment from Surat to Mumbai-Pune Expressway.,"[[39, 44, ""GPE""], [48, 70, ""LOC""]]",multi_entity
Records from Prime Warehousing were collected by police.,"[[13, 30, ""ORG""]]",org_context
The evidence log was linked to an incident in Bengaluru.,"[[46, 55, ""GPE""]]",hard_negative
The Case File contained references to Imran Sheikh and City Cargo Services.,"[[38, 50, ""PERSON""], [55, 74, ""ORG""]]",contrastive_negative
Nova Components was named in the CDR records reviewed by investigators.,"[[0, 15, ""ORG""]]",contrastive_negative
The team reviewed the vehicle movement record before questioning Imran Sheikh.,"[[65, 77, ""PERSON""]]",hard_negative
Shakti Traders maintained an office in Chennai.,"[[0, 14, ""ORG""], [39, 46, ""GPE""]]",org_context
The suspect travelled from Delhi to Chennai.,"[[27, 32, ""GPE""], [36, 43, ""GPE""]]",location_context
Karan Sethi was observed outside National Freight Corporation in Hyderabad.,"[[0, 11, ""PERSON""], [33, 61, ""ORG""], [65, 74, ""GPE""]]",multi_entity
"According to the station diary entry, Mohit Chawla visited City Cargo Services in Hyderabad.","[[38, 50, ""PERSON""], [59, 78, ""ORG""], [82, 91, ""GPE""]]",contrastive_negative
"According to the investigation report, S. Iyer visited Metro Logistics Pvt Ltd in Jaipur.","[[39, 46, ""PERSON""], [55, 78, ""ORG""], [82, 88, ""GPE""]]",contrastive_negative
The vehicle associated with Karan Sethi was found near Turbhe Industrial Area.,"[[28, 39, ""PERSON""], [55, 77, ""LOC""]]",multi_entity
Arjun Patel met an employee of Metro Logistics Pvt Ltd near Andheri East.,"[[0, 11, ""PERSON""], [31, 54, ""ORG""], [60, 72, ""LOC""]]",multi_entity
Karan Sethi was observed outside Maharashtra State Bank in Lucknow.,"[[0, 11, ""PERSON""], [33, 55, ""ORG""], [59, 66, ""GPE""]]",multi_entity
The vehicle associated with Karan Sethi was found near Powai Lake Road.,"[[28, 39, ""PERSON""], [55, 70, ""LOC""]]",multi_entity
Priya Nair worked with BlueLine Transport in Indore.,"[[0, 10, ""PERSON""], [23, 41, ""ORG""], [45, 51, ""GPE""]]",multi_entity
Imran Sheikh met an employee of Shakti Traders near Eastern Express Highway.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 75, ""LOC""]]",multi_entity
No useful information was found in the FIR.,[],hard_negative
The surveillance record showed that Sameer Khan had contacted Prime Warehousing.,"[[36, 47, ""PERSON""], [62, 79, ""ORG""]]",contrastive_negative
Md. Arif Khan and Rajiv Bansal met representatives of DM Trading Services in Navi Mumbai.,"[[0, 13, ""PERSON""], [18, 30, ""PERSON""], [54, 73, ""ORG""], [77, 88, ""GPE""]]",complex
The CCTV record showed that Dev Malhotra had contacted KS Electronics.,"[[28, 40, ""PERSON""], [55, 69, ""ORG""]]",contrastive_negative
Imran Sheikh met an employee of KS Electronics near Thane Creek.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 63, ""LOC""]]",multi_entity
Police located Dev Malhotra near Eastern Express Highway.,"[[15, 27, ""PERSON""], [33, 56, ""LOC""]]",multi_entity
The Location Surveillance Records showed that Ravi Deshmukh had contacted Metro Logistics Pvt Ltd.,"[[46, 59, ""PERSON""], [74, 97, ""ORG""]]",contrastive_negative
"The surveillance record mentioned Priya Nair, Arjun Patel, and Western Freight Solutions.","[[34, 44, ""PERSON""], [46, 57, ""PERSON""], [63, 88, ""ORG""]]",complex
Maharashtra State Bank maintained an office in Jaipur.,"[[0, 22, ""ORG""], [47, 53, ""GPE""]]",org_context
Vikram Joshi was observed outside KS Electronics in Surat.,"[[0, 12, ""PERSON""], [34, 48, ""ORG""], [52, 57, ""GPE""]]",multi_entity
Rajiv Bansal was observed outside Shakti Traders in Kochi.,"[[0, 12, ""PERSON""], [34, 48, ""ORG""], [52, 57, ""GPE""]]",multi_entity
National Freight Corporation was named in the bank records reviewed by investigators.,"[[0, 28, ""ORG""]]",contrastive_negative
Investigators traced the shipment from Jaipur to Dharavi.,"[[39, 45, ""GPE""], [49, 56, ""LOC""]]",multi_entity
"According to the FIR, Ananya Sharma visited Maharashtra State Bank in Lucknow.","[[22, 35, ""PERSON""], [44, 66, ""ORG""], [70, 77, ""GPE""]]",contrastive_negative
The team reviewed the mobile extraction report before questioning Neeraj Shah.,"[[66, 77, ""PERSON""]]",hard_negative
The surveillance record contained references to Dev Malhotra and Shakti Traders.,"[[48, 60, ""PERSON""], [65, 79, ""ORG""]]",contrastive_negative
Funds moved from an account linked to Mohammed Arif Khan into BlueLine Transport.,"[[38, 56, ""PERSON""], [62, 80, ""ORG""]]",multi_entity
Investigators collected the Call Detail Records for further examination.,[],hard_negative
National Freight Corporation was named in the forensic report reviewed by investigators.,"[[0, 28, ""ORG""]]",contrastive_negative
The vehicle associated with Sameer Khan was found near Turbhe Industrial Area.,"[[28, 39, ""PERSON""], [55, 77, ""LOC""]]",multi_entity
Investigators compared the case file with records from National Freight Corporation.,"[[55, 83, ""ORG""]]",contrastive_negative
Funds moved from an account linked to Rajiv Bansal into BlueLine Transport.,"[[38, 50, ""PERSON""], [56, 74, ""ORG""]]",multi_entity
The investigation report was linked to an incident in Navi Mumbai.,"[[54, 65, ""GPE""]]",hard_negative
The Case File contained references to Mohammed Arif Khan and Shakti Traders.,"[[38, 56, ""PERSON""], [61, 75, ""ORG""]]",contrastive_negative
Rohan Mehta and M. A. Khan met representatives of BlueLine Transport in Thane.,"[[0, 11, ""PERSON""], [16, 26, ""PERSON""], [50, 68, ""ORG""], [72, 77, ""GPE""]]",complex
The surveillance record contained references to Priya Nair and Nova Components.,"[[48, 58, ""PERSON""], [63, 78, ""ORG""]]",contrastive_negative
Neeraj Shah was observed outside Prime Warehousing in Jaipur.,"[[0, 11, ""PERSON""], [33, 50, ""ORG""], [54, 60, ""GPE""]]",multi_entity
"According to the evidence log, Mohit Chawla visited BlueLine Transport in Chennai.","[[31, 43, ""PERSON""], [52, 70, ""ORG""], [74, 81, ""GPE""]]",contrastive_negative
R K Sharma met an employee of Western Freight Solutions near Mumbai-Pune Expressway.,"[[0, 10, ""PERSON""], [30, 55, ""ORG""], [61, 83, ""LOC""]]",multi_entity
"The bank records mentioned Karan Sethi, Mohit Chawla, and BlueLine Transport.","[[27, 38, ""PERSON""], [40, 52, ""PERSON""], [58, 76, ""ORG""]]",complex
Priya Nair was observed outside Nova Components in Delhi.,"[[0, 10, ""PERSON""], [32, 47, ""ORG""], [51, 56, ""GPE""]]",multi_entity
The Case File mentioned Ayesha Khan.,"[[24, 35, ""PERSON""]]",hard_negative
The vehicle associated with Md. Arif Khan was found near Andheri East.,"[[28, 41, ""PERSON""], [57, 69, ""LOC""]]",multi_entity
Karan Sethi travelled from Surat to Thane with R K Sharma.,"[[0, 11, ""PERSON""], [27, 32, ""GPE""], [36, 41, ""GPE""], [47, 57, ""PERSON""]]",complex
"The Call Detail Records mentioned Md. Arif Khan, S. Iyer, and DM Trading Services.","[[34, 47, ""PERSON""], [49, 56, ""PERSON""], [62, 81, ""ORG""]]",complex
M. A. Khan transferred money to Prime Warehousing from Lucknow.,"[[0, 10, ""PERSON""], [32, 49, ""ORG""], [55, 62, ""GPE""]]",multi_entity
Prime Warehousing maintained an office in Ahmedabad.,"[[0, 17, ""ORG""], [42, 51, ""GPE""]]",org_context
Officers searched the area around Turbhe Industrial Area.,"[[34, 56, ""LOC""]]",location_context
The vehicle was located near Eastern Express Highway.,"[[29, 52, ""LOC""]]",location_context
Neeraj Shah worked with Maharashtra State Bank in Mumbai.,"[[0, 11, ""PERSON""], [24, 46, ""ORG""], [50, 56, ""GPE""]]",multi_entity
The police report showed that Ayesha Khan had contacted City Cargo Services.,"[[30, 41, ""PERSON""], [56, 75, ""ORG""]]",contrastive_negative
Sameer Khan and Arjun Patel met representatives of DM Trading Services in Lucknow.,"[[0, 11, ""PERSON""], [16, 27, ""PERSON""], [51, 70, ""ORG""], [74, 81, ""GPE""]]",complex
BlueLine Transport maintained an office in Bengaluru.,"[[0, 18, ""ORG""], [43, 52, ""GPE""]]",org_context
The CCTV footage was linked to an incident in Ahmedabad.,"[[46, 55, ""GPE""]]",hard_negative
The Location Surveillance Records showed that Imran Sheikh had contacted Metro Logistics Pvt Ltd.,"[[46, 58, ""PERSON""], [73, 96, ""ORG""]]",contrastive_negative
The suspect travelled from Mumbai to Hyderabad.,"[[27, 33, ""GPE""], [37, 46, ""GPE""]]",location_context
KS Electronics was named in the bank records reviewed by investigators.,"[[0, 14, ""ORG""]]",contrastive_negative
Mohit Chawla and Imran Sheikh met representatives of BlueLine Transport in Jaipur.,"[[0, 12, ""PERSON""], [17, 29, ""PERSON""], [53, 71, ""ORG""], [75, 81, ""GPE""]]",complex
Md. Arif Khan travelled from Indore to Hyderabad with Neeraj Shah.,"[[0, 13, ""PERSON""], [29, 35, ""GPE""], [39, 48, ""GPE""], [54, 65, ""PERSON""]]",complex
The FIR mentioned Suresh Iyer.,"[[18, 29, ""PERSON""]]",hard_negative
No useful information was found in the mobile extraction report.,[],hard_negative
"The FIR mentioned Neeraj Shah, Suresh Iyer, and KS Electronics.","[[18, 29, ""PERSON""], [31, 42, ""PERSON""], [48, 62, ""ORG""]]",complex
Neeraj Shah appeared in the control room log.,"[[0, 11, ""PERSON""]]",hard_negative
The police report mentioned Ravi Deshmukh.,"[[28, 41, ""PERSON""]]",hard_negative
Entries in the financial records were compared with bank transactions.,[],hard_negative
The case file mentioned Ravi Deshmukh.,"[[24, 37, ""PERSON""]]",hard_negative
Investigators traced the shipment from Mumbai to Mumbai-Pune Expressway.,"[[39, 45, ""GPE""], [49, 71, ""LOC""]]",multi_entity
"According to the CCTV record, Neeraj Shah visited Prime Warehousing in Indore.","[[30, 41, ""PERSON""], [50, 67, ""ORG""], [71, 77, ""GPE""]]",contrastive_negative
Police searched Bhiwandi Distribution Hub after receiving information.,"[[16, 41, ""FAC""]]",facility_context
Funds moved from an account linked to Imran Sheikh into Maharashtra State Bank.,"[[38, 50, ""PERSON""], [56, 78, ""ORG""]]",multi_entity
"The CDR records mentioned Priya Nair, Imran Sheikh, and Metro Logistics Pvt Ltd.","[[26, 36, ""PERSON""], [38, 50, ""PERSON""], [56, 79, ""ORG""]]",complex
Police located Priya Nair near Vashi Sector 17.,"[[15, 25, ""PERSON""], [31, 46, ""LOC""]]",multi_entity
Dev Malhotra worked with Nova Components in Mumbai.,"[[0, 12, ""PERSON""], [25, 40, ""ORG""], [44, 50, ""GPE""]]",multi_entity
"Sameer Khan transferred funds to National Freight Corporation, while Md. Arif Khan contacted KS Electronics.","[[0, 11, ""PERSON""], [33, 61, ""ORG""], [69, 82, ""PERSON""], [93, 107, ""ORG""]]",complex
Dev Malhotra met an employee of Maharashtra State Bank near Thane Creek.,"[[0, 12, ""PERSON""], [32, 54, ""ORG""], [60, 71, ""LOC""]]",multi_entity
Funds moved from an account linked to Rajiv Bansal into Maharashtra State Bank.,"[[38, 50, ""PERSON""], [56, 78, ""ORG""]]",multi_entity
"According to the Case File, Arjun Patel visited Prime Warehousing in Thane.","[[28, 39, ""PERSON""], [48, 65, ""ORG""], [69, 74, ""GPE""]]",contrastive_negative
Mohammed Arif Khan met an employee of Maharashtra State Bank near Mumbai-Pune Expressway.,"[[0, 18, ""PERSON""], [38, 60, ""ORG""], [66, 88, ""LOC""]]",multi_entity
The station diary entry was linked to an incident in Surat.,"[[53, 58, ""GPE""]]",hard_negative
Karan Sethi was seen entering Andheri Commercial Complex.,"[[0, 11, ""PERSON""], [30, 56, ""FAC""]]",facility_context
Karan Sethi travelled from Ahmedabad to Chennai with Priya Nair.,"[[0, 11, ""PERSON""], [27, 36, ""GPE""], [40, 47, ""GPE""], [53, 63, ""PERSON""]]",complex
M. A. Khan appeared in the CDR records.,"[[0, 10, ""PERSON""]]",hard_negative
The vehicle associated with Ayesha Khan was found near Mumbai-Pune Expressway.,"[[28, 39, ""PERSON""], [55, 77, ""LOC""]]",multi_entity
Western Freight Solutions operates a warehouse in Ahmedabad.,"[[0, 25, ""ORG""], [50, 59, ""GPE""]]",multi_entity
Investigators compared the CDR records with records from BlueLine Transport.,"[[57, 75, ""ORG""]]",contrastive_negative
The crime scene report contained references to Ayesha Khan and DM Trading Services.,"[[47, 58, ""PERSON""], [63, 82, ""ORG""]]",contrastive_negative
Ayesha Khan travelled from Pune to Hyderabad with Karan Sethi.,"[[0, 11, ""PERSON""], [27, 31, ""GPE""], [35, 44, ""GPE""], [50, 61, ""PERSON""]]",complex
Vikram Joshi travelled from Pune to Ahmedabad with Priya Nair.,"[[0, 12, ""PERSON""], [28, 32, ""GPE""], [36, 45, ""GPE""], [51, 61, ""PERSON""]]",complex
S. Iyer appeared in the seizure memo.,"[[0, 7, ""PERSON""]]",hard_negative
Prime Warehousing was named in the incident report reviewed by investigators.,"[[0, 17, ""ORG""]]",contrastive_negative
The directors of Maharashtra State Bank were questioned.,"[[17, 39, ""ORG""]]",org_context
Dev Malhotra appeared in the surveillance records.,"[[0, 12, ""PERSON""]]",hard_negative
National Freight Corporation was named in the surveillance record reviewed by investigators.,"[[0, 28, ""ORG""]]",contrastive_negative
DM Trading Services was named in the surveillance records reviewed by investigators.,"[[0, 19, ""ORG""]]",contrastive_negative
Maharashtra State Bank maintained an office in Navi Mumbai.,"[[0, 22, ""ORG""], [47, 58, ""GPE""]]",org_context
The suspect travelled from Lucknow to Mumbai.,"[[27, 34, ""GPE""], [38, 44, ""GPE""]]",location_context
The investigation report was linked to an incident in Pune.,"[[54, 58, ""GPE""]]",hard_negative
Investigators traced the shipment from Bengaluru to Thane Creek.,"[[39, 48, ""GPE""], [52, 63, ""LOC""]]",multi_entity
The vehicle associated with Imran Sheikh was found near Turbhe Industrial Area.,"[[28, 40, ""PERSON""], [56, 78, ""LOC""]]",multi_entity
Apex Distributors was named in the mobile extraction report reviewed by investigators.,"[[0, 17, ""ORG""]]",contrastive_negative
KS Electronics submitted invoices from its Kochi office.,"[[0, 14, ""ORG""], [43, 48, ""GPE""]]",multi_entity
The incident report was linked to an incident in Navi Mumbai.,"[[49, 60, ""GPE""]]",hard_negative
Funds moved from an account linked to Neeraj Shah into Metro Logistics Pvt Ltd.,"[[38, 49, ""PERSON""], [55, 78, ""ORG""]]",multi_entity
Suresh Iyer and Ananya Sharma met representatives of Maharashtra State Bank in Nagpur.,"[[0, 11, ""PERSON""], [16, 29, ""PERSON""], [53, 75, ""ORG""], [79, 85, ""GPE""]]",complex
A payment was made to KS Electronics.,"[[22, 36, ""ORG""]]",org_context
The seizure memo showed that S. Iyer had contacted City Cargo Services.,"[[29, 36, ""PERSON""], [51, 70, ""ORG""]]",contrastive_negative
Nova Components rented space at Bhiwandi Distribution Hub.,"[[0, 15, ""ORG""], [32, 57, ""FAC""]]",facility_context
The Location Surveillance Records mentioned R K Sharma.,"[[44, 54, ""PERSON""]]",hard_negative
Investigators collected the surveillance record for further examination.,[],hard_negative
Imran Sheikh transferred money to Nova Components from Indore.,"[[0, 12, ""PERSON""], [34, 49, ""ORG""], [55, 61, ""GPE""]]",multi_entity
The FIR was reviewed by the investigating officer.,[],hard_negative
The team reviewed the arrest memo before questioning S. Iyer.,"[[53, 60, ""PERSON""]]",hard_negative
Police located Ayesha Khan near Vashi Sector 17.,"[[15, 26, ""PERSON""], [32, 47, ""LOC""]]",multi_entity
"Mohammed Arif Khan transferred funds to KS Electronics, while Dev Malhotra contacted Metro Logistics Pvt Ltd.","[[0, 18, ""PERSON""], [40, 54, ""ORG""], [62, 74, ""PERSON""], [85, 108, ""ORG""]]",complex
The vehicle associated with Rajiv Bansal was found near Turbhe Industrial Area.,"[[28, 40, ""PERSON""], [56, 78, ""LOC""]]",multi_entity
Karan Sethi travelled from Kochi to Indore with S. Iyer.,"[[0, 11, ""PERSON""], [27, 32, ""GPE""], [36, 42, ""GPE""], [48, 55, ""PERSON""]]",complex
The surveillance record contained references to Mohit Chawla and City Cargo Services.,"[[48, 60, ""PERSON""], [65, 84, ""ORG""]]",contrastive_negative
The directors of Prime Warehousing were questioned.,"[[17, 34, ""ORG""]]",org_context
Ayesha Khan worked with Metro Logistics Pvt Ltd in Hyderabad.,"[[0, 11, ""PERSON""], [24, 47, ""ORG""], [51, 60, ""GPE""]]",multi_entity
The consignment was moved through Mumbai.,"[[34, 40, ""GPE""]]",location_context
The consignment was moved through Lucknow.,"[[34, 41, ""GPE""]]",location_context
Mohit Chawla and Imran Sheikh met representatives of City Cargo Services in Thane.,"[[0, 12, ""PERSON""], [17, 29, ""PERSON""], [53, 72, ""ORG""], [76, 81, ""GPE""]]",complex
Suresh Iyer transferred money to Metro Logistics Pvt Ltd from Chennai.,"[[0, 11, ""PERSON""], [33, 56, ""ORG""], [62, 69, ""GPE""]]",multi_entity
The CCTV footage contained references to Md. Arif Khan and City Cargo Services.,"[[41, 54, ""PERSON""], [59, 78, ""ORG""]]",contrastive_negative
Priya Nair worked with Maharashtra State Bank in Lucknow.,"[[0, 10, ""PERSON""], [23, 45, ""ORG""], [49, 56, ""GPE""]]",multi_entity
The CCTV record contained references to R K Sharma and Prime Warehousing.,"[[40, 50, ""PERSON""], [55, 72, ""ORG""]]",contrastive_negative
Shakti Traders submitted invoices from its Nagpur office.,"[[0, 14, ""ORG""], [43, 49, ""GPE""]]",multi_entity
The suspect travelled from Mumbai to Ahmedabad.,"[[27, 33, ""GPE""], [37, 46, ""GPE""]]",location_context
"According to the evidence log, Mohammed Arif Khan visited BlueLine Transport in Surat.","[[31, 49, ""PERSON""], [58, 76, ""ORG""], [80, 85, ""GPE""]]",contrastive_negative
M. A. Khan met an employee of KS Electronics near Bandra Kurla Complex.,"[[0, 10, ""PERSON""], [30, 44, ""ORG""], [50, 70, ""LOC""]]",multi_entity
The mobile extraction report mentioned Neeraj Shah.,"[[39, 50, ""PERSON""]]",hard_negative
The case file showed that Priya Nair had contacted Apex Distributors.,"[[26, 36, ""PERSON""], [51, 68, ""ORG""]]",contrastive_negative
The forensic report contained references to Ananya Sharma and Shakti Traders.,"[[44, 57, ""PERSON""], [62, 76, ""ORG""]]",contrastive_negative
Funds moved from an account linked to Neeraj Shah into City Cargo Services.,"[[38, 49, ""PERSON""], [55, 74, ""ORG""]]",multi_entity
Metro Logistics Pvt Ltd rented space at Vashi Logistics Yard.,"[[0, 23, ""ORG""], [40, 60, ""FAC""]]",facility_context
Western Freight Solutions operates a warehouse in Mumbai.,"[[0, 25, ""ORG""], [50, 56, ""GPE""]]",multi_entity
The consignment was moved through Navi Mumbai.,"[[34, 45, ""GPE""]]",location_context
The suspect travelled from Chennai to Nagpur.,"[[27, 34, ""GPE""], [38, 44, ""GPE""]]",location_context
The team reviewed the police report before questioning Rajiv Bansal.,"[[55, 67, ""PERSON""]]",hard_negative
Investigators traced the shipment from Jaipur to Vashi Sector 17.,"[[39, 45, ""GPE""], [49, 64, ""LOC""]]",multi_entity
Officers searched the area around Nhava Sheva Port Area.,"[[34, 55, ""LOC""]]",location_context
Dev Malhotra met an employee of Western Freight Solutions near Dharavi.,"[[0, 12, ""PERSON""], [32, 57, ""ORG""], [63, 70, ""LOC""]]",multi_entity
The vehicle was located near Bandra Kurla Complex.,"[[29, 49, ""LOC""]]",location_context
National Freight Corporation submitted invoices from its Chennai office.,"[[0, 28, ""ORG""], [57, 64, ""GPE""]]",multi_entity
"The surveillance records mentioned Sameer Khan, Rajiv Bansal, and City Cargo Services.","[[35, 46, ""PERSON""], [48, 60, ""PERSON""], [66, 85, ""ORG""]]",complex
The directors of Western Freight Solutions were questioned.,"[[17, 42, ""ORG""]]",org_context
The police report contained references to Suresh Iyer and Metro Logistics Pvt Ltd.,"[[42, 53, ""PERSON""], [58, 81, ""ORG""]]",contrastive_negative
Suresh Iyer and Sameer Khan met representatives of City Cargo Services in Chennai.,"[[0, 11, ""PERSON""], [16, 27, ""PERSON""], [51, 70, ""ORG""], [74, 81, ""GPE""]]",complex
The vehicle associated with Karan Sethi was found near Eastern Express Highway.,"[[28, 39, ""PERSON""], [55, 78, ""LOC""]]",multi_entity
Rajiv Bansal travelled from Indore to Pune with Imran Sheikh.,"[[0, 12, ""PERSON""], [28, 34, ""GPE""], [38, 42, ""GPE""], [48, 60, ""PERSON""]]",complex
DM Trading Services operates a warehouse in Jaipur.,"[[0, 19, ""ORG""], [44, 50, ""GPE""]]",multi_entity
The team reviewed the CCTV footage before questioning S. Iyer.,"[[54, 61, ""PERSON""]]",hard_negative
Investigators traced the shipment from Jaipur to Powai Lake Road.,"[[39, 45, ""GPE""], [49, 64, ""LOC""]]",multi_entity
Ayesha Khan worked with National Freight Corporation in Pune.,"[[0, 11, ""PERSON""], [24, 52, ""ORG""], [56, 60, ""GPE""]]",multi_entity
Investigators compared the incident report with records from Prime Warehousing.,"[[61, 78, ""ORG""]]",contrastive_negative
Arjun Patel transferred money to Maharashtra State Bank from Mumbai.,"[[0, 11, ""PERSON""], [33, 55, ""ORG""], [61, 67, ""GPE""]]",multi_entity
Karan Sethi transferred money to BlueLine Transport from Pune.,"[[0, 11, ""PERSON""], [33, 51, ""ORG""], [57, 61, ""GPE""]]",multi_entity
National Freight Corporation supplied invoices to investigators.,"[[0, 28, ""ORG""]]",org_context
The crime scene report contained references to M. A. Khan and KS Electronics.,"[[47, 57, ""PERSON""], [62, 76, ""ORG""]]",contrastive_negative
The CCTV records showed that Ayesha Khan had contacted Maharashtra State Bank.,"[[29, 40, ""PERSON""], [55, 77, ""ORG""]]",contrastive_negative
The directors of Nova Components were questioned.,"[[17, 32, ""ORG""]]",org_context
Karan Sethi was seen entering Vashi Logistics Yard.,"[[0, 11, ""PERSON""], [30, 50, ""FAC""]]",facility_context
R K Sharma travelled from Bengaluru to Thane with Ananya Sharma.,"[[0, 10, ""PERSON""], [26, 35, ""GPE""], [39, 44, ""GPE""], [50, 63, ""PERSON""]]",complex
The arrest memo showed that Suresh Iyer had contacted National Freight Corporation.,"[[28, 39, ""PERSON""], [54, 82, ""ORG""]]",contrastive_negative
The case file was linked to an incident in Surat.,"[[43, 48, ""GPE""]]",hard_negative
Nova Components was named in the CCTV records reviewed by investigators.,"[[0, 15, ""ORG""]]",contrastive_negative
"Mohit Chawla transferred funds to BlueLine Transport, while Suresh Iyer contacted DM Trading Services.","[[0, 12, ""PERSON""], [34, 52, ""ORG""], [60, 71, ""PERSON""], [82, 101, ""ORG""]]",complex
Investigators collected the forensic report for further examination.,[],hard_negative
Investigators traced the shipment from Thane to Bandra Kurla Complex.,"[[39, 44, ""GPE""], [48, 68, ""LOC""]]",multi_entity
Sameer Khan met an employee of Prime Warehousing near Bandra Kurla Complex.,"[[0, 11, ""PERSON""], [31, 48, ""ORG""], [54, 74, ""LOC""]]",multi_entity
The incident report was linked to an incident in Delhi.,"[[49, 54, ""GPE""]]",hard_negative
Police located Vikram Joshi near Eastern Express Highway.,"[[15, 27, ""PERSON""], [33, 56, ""LOC""]]",multi_entity
The vehicle associated with Ravi Deshmukh was found near Eastern Express Highway.,"[[28, 41, ""PERSON""], [57, 80, ""LOC""]]",multi_entity
Prime Warehousing submitted invoices from its Mumbai office.,"[[0, 17, ""ORG""], [46, 52, ""GPE""]]",multi_entity
Suresh Iyer was observed outside Prime Warehousing in Pune.,"[[0, 11, ""PERSON""], [33, 50, ""ORG""], [54, 58, ""GPE""]]",multi_entity
"According to the CDR records, R K Sharma visited National Freight Corporation in Ahmedabad.","[[30, 40, ""PERSON""], [49, 77, ""ORG""], [81, 90, ""GPE""]]",contrastive_negative
M. A. Khan worked with National Freight Corporation in Lucknow.,"[[0, 10, ""PERSON""], [23, 51, ""ORG""], [55, 62, ""GPE""]]",multi_entity
"According to the arrest memo, Priya Nair visited Shakti Traders in Kochi.","[[30, 40, ""PERSON""], [49, 63, ""ORG""], [67, 72, ""GPE""]]",contrastive_negative
Ravi Deshmukh worked with Apex Distributors in Hyderabad.,"[[0, 13, ""PERSON""], [26, 43, ""ORG""], [47, 56, ""GPE""]]",multi_entity
Investigators collected the CDR records for further examination.,[],hard_negative
The Call Detail Records contained references to Neeraj Shah and KS Electronics.,"[[48, 59, ""PERSON""], [64, 78, ""ORG""]]",contrastive_negative
DM Trading Services was named in the Case File reviewed by investigators.,"[[0, 19, ""ORG""]]",contrastive_negative
Mohit Chawla met an employee of KS Electronics near Mumbai-Pune Expressway.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 74, ""LOC""]]",multi_entity
The police report contained references to Ayesha Khan and Maharashtra State Bank.,"[[42, 53, ""PERSON""], [58, 80, ""ORG""]]",contrastive_negative
Investigators traced the shipment from Lucknow to Dharavi.,"[[39, 46, ""GPE""], [50, 57, ""LOC""]]",multi_entity
The financial records was linked to an incident in Jaipur.,"[[51, 57, ""GPE""]]",hard_negative
"According to the FIR record, Ananya Sharma visited Metro Logistics Pvt Ltd in Surat.","[[29, 42, ""PERSON""], [51, 74, ""ORG""], [78, 83, ""GPE""]]",contrastive_negative
Mohit Chawla travelled from Indore to Ahmedabad with R K Sharma.,"[[0, 12, ""PERSON""], [28, 34, ""GPE""], [38, 47, ""GPE""], [53, 63, ""PERSON""]]",complex
Mohit Chawla appeared in the FIR record.,"[[0, 12, ""PERSON""]]",hard_negative
Karan Sethi travelled from Navi Mumbai to Mumbai with S. Iyer.,"[[0, 11, ""PERSON""], [27, 38, ""GPE""], [42, 48, ""GPE""], [54, 61, ""PERSON""]]",complex
The FIR showed that Suresh Iyer had contacted KS Electronics.,"[[20, 31, ""PERSON""], [46, 60, ""ORG""]]",contrastive_negative
